gene,U_statistic_MWU,p_value_MWU,FDR,hbNeutrophils,htNeutrophils,fold_change
MKKS,12172744.5,0.540010803,0.562663578,0.039072961,0.045361435,1.046137852
MKL1,12374938,6.88704E-09,1.65716E-08,0.067701187,0.021282938,0.718550576
MKL2,12245584.5,0.000225968,0.000327551,0.022503046,0.009988434,0.895474278
MKLN1,12732773,3.47446E-13,1.21536E-12,0.304055425,0.208470425,0.761799714
MKLN1-AS,12328967.5,1.10973E-05,1.87397E-05,0.058117896,0.029792525,0.817658504
MKNK1,12570577,2.11705E-06,3.86668E-06,0.375689969,0.338954815,0.922321786
MKNK2,13169897,8.78968E-26,6.9503E-25,0.58341909,0.320423913,0.613608108
MKRN1,13121339,3.5063E-33,3.90954E-32,0.379575825,0.12896275,0.474385721
MKRN3,12175012,0.458416909,0.482252574,0.026174375,0.025915385,0.997901199
MLF1,12514828,1.69095E-13,6.05749E-13,0.102906972,0.041469208,0.69301303
MLF2,12498645,1.34484E-05,2.24678E-05,0.331331012,0.261460964,0.836963845
MLKL,12521621,2.00459E-09,5.07865E-09,0.166137729,0.090751034,0.713752856
MLLT1,12288792.5,0.000385247,0.000546036,0.060632133,0.036607215,0.847805485
MLLT6,12430279,6.00113E-05,9.33136E-05,0.191188604,0.195075937,1.01347835
MLPH,12296299.5,1.50215E-07,3.12052E-07,0.029357165,0.004913029,0.806890438
MLX,12404435.5,8.13397E-05,0.000124501,0.176465992,0.153623407,0.916538636
MLXIP,12551476.5,3.32249E-13,1.16361E-12,0.142176561,0.059135259,0.653128977
MLXIPL,12315312,2.50737E-06,4.54587E-06,0.046379187,0.018429299,0.805367937
MLYCD,12358304,1.23905E-09,3.19551E-09,0.044481253,0.013040786,0.778128557
MMAB,12442805,4.5833E-13,1.58521E-12,0.064162179,0.011604318,0.674335878
MMACHC,12253742,0.000282834,0.000406089,0.027291338,0.010930107,0.868601237
MMADHC,12335181,7.20809E-05,0.000111159,0.08813721,0.057091256,0.832511531
MME,14761672.5,7.1952E-101,2.8979E-99,1.411733642,0.450070723,0.362697432
MMGT1,12162323,0.757793646,0.773773656,0.027413298,0.033595289,1.049599637
MMP11,12250176,9.88721E-05,0.000149648,0.026693887,0.008411287,0.852462608
MMP19,12243551.5,0.002004494,0.002659596,0.030891888,0.019689017,0.9125571
MMP24OS,12029569.5,0.046503815,0.054333249,0.170337499,0.231645416,1.229135343
MMP25,15549804,2.1208E-149,1.2694E-147,1.596755136,0.491941605,0.347800005
MMP9,12805867.5,7.74365E-10,2.03421E-09,1.278625577,0.909910005,0.732008909
MMS22L,12703999.5,2.42442E-18,1.2299E-17,0.170528082,0.078290208,0.655510838
MNDA,18638224,0,0,3.985179895,0.757023951,0.209251312
MNT,12611744.5,6.79064E-14,2.52061E-13,0.167217604,0.09604247,0.730847984
MOAP1,12054581,1.58099E-05,2.62251E-05,0.015443937,0.049305285,1.300539699
MOB1A,12375066.5,0.010673665,0.013242596,0.38164326,0.363021614,0.961113181
MOB2,12193080,0.0949222,0.107734322,0.024116294,0.01598971,0.933026792
MOB3A,13374883.5,7.92651E-37,9.84418E-36,0.550981923,0.241220902,0.522125986
MOB3B,12643388.5,7.16122E-21,4.27441E-20,0.119694008,0.02599349,0.56803822
MOB3C,12052228.5,2.08334E-05,3.40728E-05,0.01653787,0.056117142,1.347911705
MOB4,12547772,1.70845E-12,5.62672E-12,0.136938962,0.072968885,0.726814476
MOCOS,12544957.5,1.81832E-11,5.52028E-11,0.140450027,0.075960913,0.728666316
MOG,12467302.5,5.85928E-12,1.85122E-11,0.083065726,0.034531134,0.730797483
MOGAT3,12489081,3.41207E-10,9.2451E-10,0.11359185,0.058917091,0.740652226
MOK,12353168,7.15153E-09,1.71553E-08,0.048865222,0.011468907,0.74401822
MON1B,12715466,1.69146E-18,8.67265E-18,0.197891721,0.085170358,0.618044204
MON2,12177416,0.475957167,0.499728934,0.037245398,0.044257182,1.052143878
MORC3,12460812,2.27466E-10,6.25567E-10,0.115339707,0.050897795,0.696835592
MORF4L1,12734152,1.44379E-10,4.02069E-10,0.472188813,0.322520469,0.737153431
MORF4L2,11176438.5,3.3185E-107,1.3685E-105,0.030290775,0.335065192,3.390100629
MORN1,12485448.5,2.82119E-14,1.07879E-13,0.082713302,0.020225157,0.652723703
MORN3,12401503.5,2.00063E-06,3.65947E-06,0.108446175,0.074329021,0.834117583
MOSPD2,12840530.5,2.10664E-23,1.45257E-22,0.247492934,0.094386053,0.555848207
MOSPD3,12250456,0.000237535,0.000343855,0.033639403,0.011439439,0.830358421
MPC1,12161035,0.842959062,0.853856406,0.045207046,0.054404448,1.064574178
MPC2,12364931.5,1.49755E-07,3.11245E-07,0.080610237,0.03260317,0.730046791
MPDU1,12643187,3.3344E-18,1.66991E-17,0.13593517,0.046735613,0.617431503
MPEG1,12367754,2.71264E-05,4.37505E-05,0.119832264,0.090187361,0.863423288
MPHOSPH10,12480379.5,4.11436E-13,1.4276E-12,0.088405462,0.026637924,0.667254536
MPHOSPH8,12613529,4.70753E-13,1.62492E-12,0.2235112,0.122108956,0.68384488
MPHOSPH9,12370442.5,1.05335E-06,1.99534E-06,0.079768408,0.053634914,0.852347251
MPI,12455081.5,1.19919E-12,3.99684E-12,0.073999418,0.020848001,0.689579542
MPIG6B,12282127,2.68653E-07,5.43039E-07,0.034780605,0.001289573,0.746289929
MPLKIP,12503635,3.32449E-12,1.06798E-11,0.097416841,0.045755176,0.734580248
MPP1,12011381,0.056432521,0.065472055,0.27270776,0.355412672,1.223567702
MPP4,12419763,1.10064E-12,3.68262E-12,0.058393589,0.008891403,0.681899604
MPP5,12549638,2.81186E-16,1.24412E-15,0.100144024,0.024928667,0.618909118
MPP7,12258963.5,0.000810753,0.001117525,0.041666113,0.020220785,0.84559559
MPPE1,13492479.5,3.80332E-58,8.49244E-57,0.421606092,0.084290722,0.34985455
MPPED2,12248881.5,0.001243075,0.001682749,0.031125816,0.018528261,0.901850247
MPRIP,12214863,0.023140427,0.027883034,0.026197474,0.019543747,0.946089625
MPST,12548548.5,1.85225E-13,6.61057E-13,0.126585181,0.055361784,0.68176807
MPV17,12302984,9.2482E-05,0.000140607,0.052035964,0.0323297,0.867974012
MPV17L,12518328,8.61758E-14,3.16458E-13,0.094978771,0.03698532,0.698270267
MPZL1,13004724.5,5.69246E-36,6.8049E-35,0.283573391,0.0617085,0.417368431
MPZL3,12787223,6.81212E-24,4.81654E-23,0.20451114,0.058626793,0.516516077
MR1,12354857.5,0.001235168,0.001672307,0.149879765,0.153083536,1.012965256
MRE11,12534902,3.16797E-12,1.01883E-11,0.123337666,0.056067004,0.695003664
MREG,12260943.5,0.000221036,0.000321012,0.031542256,0.016937265,0.88657797
MRFAP1,12621365,8.81527E-12,2.73896E-11,0.281325831,0.148361316,0.648753434
MRFAP1L1,12369018,1.82426E-11,5.53443E-11,0.053038462,0.002622554,0.66448221
MRGBP,12159640,0.809197853,0.821783468,0.021083269,0.017375359,0.968658793
MRI1,12289048.5,8.91012E-05,0.000135659,0.045740265,0.022465518,0.837199454
MRNIP,12388447,1.42553E-10,3.97496E-10,0.051417136,0.012351992,0.737185782
MROH1,12353449.5,1.02254E-06,1.94211E-06,0.065959116,0.036970274,0.822354491
MRPL10,12384482.5,3.16177E-06,5.65262E-06,0.089112884,0.066733669,0.879899507
MRPL18,11866822.5,3.41555E-27,2.91183E-26,0.013457849,0.122671721,1.986732231
MRPL20,12438797,1.44687E-11,4.42691E-11,0.080415748,0.026865418,0.698546241
MRPL28,12266945,9.53473E-05,0.000144708,0.040107771,0.01507075,0.817690224
MRPL30,12382369.5,2.70841E-08,6.11095E-08,0.06975962,0.029028573,0.756078365
MRPL33,12049405.5,0.010238059,0.012735147,0.071423491,0.108714272,1.221116027
MRPL42,12405773,4.26502E-09,1.04611E-08,0.083236995,0.034431979,0.729554454
MRPL44,12337007.5,2.98215E-08,6.69701E-08,0.04555113,0.014224825,0.78059072
MRPL46,12237516,0.000531011,0.00074383,0.023550467,0.008408724,0.874628497
MRPL51,12141257,0.580965239,0.602712975,0.024125054,0.030976967,1.056464246
MRPL52,12323975.5,0.000222024,0.000322267,0.077174302,0.061180758,0.908293285
MRPL57,11670642.5,3.03179E-13,1.06527E-12,0.140704427,0.327038031,1.78314807
MRPS10,12282687.5,0.001049532,0.001431089,0.061982115,0.043268194,0.882455154
MRPS11,12327030,2.03704E-06,3.72449E-06,0.053097069,0.028099961,0.833709141
MRPS15,12237470,0.001415766,0.001903962,0.025738935,0.012212231,0.889994124
MRPS16,12275497.5,0.000126415,0.000188964,0.042124098,0.026329487,0.88665399
MRPS18B,12186351.5,0.186923717,0.206233425,0.020627872,0.01939306,0.989522389
MRPS18C,12209730,0.361711727,0.385459121,0.139825721,0.182410094,1.179642806
MRPS21,12329633,5.4221E-06,9.45439E-06,0.056278566,0.035322857,0.863483482
MRPS23,12304598,2.58538E-05,4.18075E-05,0.049933505,0.026069121,0.837831594
MRPS24,12299715,0.000105002,0.00015844,0.053836518,0.035164634,0.876395108
MRPS25,12242469.5,0.001074155,0.001463043,0.027946796,0.013481945,0.884439578
MRPS33,12679479,1.74255E-19,9.60297E-19,0.143699373,0.052828373,0.622822817
MRPS36,12186877.5,0.233488117,0.254480789,0.028239474,0.02493975,0.973699835
MRPS6,12183294,0.43932494,0.46341227,0.060402338,0.062464719,1.013083938
MRPS7,12349960.5,2.10939E-07,4.30518E-07,0.054620734,0.025910541,0.810924677
MRRF,12422562.5,6.06368E-10,1.6071E-09,0.074256842,0.030376265,0.744108784
MRS2,13202149.5,7.00387E-42,1.02664E-40,0.282960422,0.071441701,0.443642579
MRTO4,12333017,1.73073E-07,3.56188E-07,0.045966738,0.014734754,0.781886257
MRVI1,12705954,4.42848E-18,2.20249E-17,0.250120813,0.087882274,0.532918633
MRVI1-AS1,12065892.5,0.000446421,0.000629326,0.018034302,0.051040596,1.286366714
MS4A2,12411930,9.566E-11,2.70592E-10,0.065667787,0.020333296,0.721690431
MS4A6A,12438861,1.82409E-09,4.63771E-09,0.106573467,0.047016078,0.707762637
MS4A7,12238937.5,0.008035391,0.010104615,0.036978911,0.027958212,0.932783404
MSH5,12279726.5,0.000247203,0.000356952,0.041217733,0.030683913,0.923911821
MSH6,12241898.5,0.000245481,0.000354702,0.025082041,0.008258989,0.862451779
MSI2,12327312,1.49779E-05,2.49072E-05,0.062044858,0.036433726,0.839196149
MSL1,14467909,4.85875E-87,1.64226E-85,1.26070327,0.407880891,0.371967804
MSL2,12488734.5,1.06733E-11,3.29489E-11,0.137744522,0.049434417,0.624162827
MSL3,12397652.5,2.95013E-05,4.7324E-05,0.159009845,0.106835586,0.79638072
MSN,14033960.5,1.20315E-53,2.44574E-52,1.179316543,0.594524141,0.541893
MSRA,12372105.5,1.8027E-06,3.3143E-06,0.092222878,0.04453435,0.748275638
MSRB1,16839380.5,6.0667E-261,7.3647E-259,2.019762136,0.365484202,0.218569508
MSRB2,12514007,4.48495E-11,1.31037E-10,0.160578993,0.069507132,0.646739272
MSRB3,12352456.5,3.61937E-09,8.93594E-09,0.047994042,0.010422988,0.741279277
MT-ATP6,9784612.5,6.47801E-61,1.51723E-59,2.772132205,5.975871064,2.11653557
MT-ATP8,11052166,5.66809E-36,6.78518E-35,0.339182478,1.031218592,2.585758472
MT-CO1,11042769,1.88285E-23,1.30348E-22,0.763583507,1.607323604,1.980172186
MT-CO2,10998559.5,3.568E-19,1.92204E-18,1.191219639,2.189056244,1.774450789
MT-CO3,10643085,3.0752E-27,2.62688E-26,1.949608814,3.797466753,1.902788662
MT-CYB,10831102,1.13257E-26,9.36819E-26,1.088025067,2.187743322,1.927836849
MT-ND1,11710429,0.002540605,0.003335487,3.590620014,4.478493753,1.240756824
MT-ND2,12486090,0.013266788,0.016330541,1.752612797,1.876914198,1.067195855
MT-ND3,10850407.5,1.21005E-21,7.53028E-21,1.922021199,3.074899765,1.570945154
MT-ND4,10733549,6.23757E-23,4.17728E-22,2.820089749,4.536627593,1.588396614
MT-ND4L,11999367.5,0.072296884,0.083006107,0.411210912,0.52984925,1.233340022
MT-ND5,11621504.5,7.32698E-08,1.58076E-07,0.576376215,0.952085996,1.557763309
MT-ND6,12216321,0.007390084,0.009321694,0.024046259,0.013935303,0.91662497
MT-RNR1,12890953.5,1.60348E-06,2.97342E-06,9.530588339,9.054143786,0.950513729
MT-RNR2,12074780.5,0.603185857,0.624112714,39.89023364,42.60189077,1.067812691
MT-TL1,12235530,0.000352287,0.000501547,0.024211363,0.007364829,0.861272208
MT1G,12103854,3.69232E-08,8.20208E-08,0.000377586,0.127698673,2.304491016
MT2A,11950652,7.01308E-07,1.35925E-06,0.061907416,0.408282851,3.176655528
MTA3,12242469.5,0.000419752,0.000592992,0.023988042,0.010813694,0.891312033
MTAP,12536648,1.90647E-13,6.79285E-13,0.107943574,0.048190932,0.708762521
MTBP,12377581,2.00148E-09,5.07225E-09,0.060072485,0.015863639,0.7189467
MTCH1,12199216,0.406911626,0.431174245,0.132728692,0.145710694,1.056454967
MTDH,12269011,0.026980871,0.032275937,0.117700656,0.108464278,0.957025146
MTERF4,12252195.5,0.0001493,0.000221064,0.027600815,0.009534129,0.855264278
MTF1,12020480,0.011810136,0.014600052,0.114563157,0.174736128,1.284119304
MTF2,12328555.5,1.74305E-06,3.21029E-06,0.059648767,0.028798778,0.803344552
MTFMT,12266981.5,9.4849E-05,0.000143977,0.043643271,0.015694755,0.801597555
MTG2,12848676,1.19002E-22,7.8536E-22,0.233826457,0.107505555,0.618424636
MTHFD1,12485330.5,7.46007E-11,2.13262E-10,0.100613578,0.050133086,0.744839393
MTHFD2L,12196434.5,0.151972803,0.168860847,0.02908558,0.028923119,0.998713791
MTHFR,12604518,3.42116E-15,1.39683E-14,0.13181447,0.061358557,0.692384649
MTHFS,11318539.5,2.62087E-23,1.80015E-22,0.379375319,0.719965218,1.714624436
MTIF3,12354039.5,1.63412E-06,3.02632E-06,0.090676218,0.043175079,0.747200909
MTM1,12231653,0.001283656,0.001733894,0.024973216,0.0111516,0.886891407
MTMR1,12242629.5,0.000409683,0.000579527,0.028381386,0.008973422,0.845485276
MTMR10,12583493,1.75039E-15,7.28822E-15,0.165075676,0.05621695,0.584984217
MTMR12,12283760,3.59131E-05,5.70992E-05,0.040854706,0.016328492,0.8223758
MTMR14,12367653.5,2.33059E-06,4.23962E-06,0.086959852,0.046819362,0.782063555
MTMR3,12442012,2.61522E-05,4.22424E-05,0.227500246,0.170384584,0.82411055
MTMR4,12292503,0.000321692,0.000459203,0.063026037,0.039877001,0.855544749
MTMR6,12219782.5,0.244174558,0.265490163,0.156282948,0.134442749,0.913847913
MTMR9,12301830.5,1.37331E-06,2.56535E-06,0.041547224,0.012085593,0.787697208
MTO1,12787808,1.01454E-25,7.97838E-25,0.157879389,0.047446962,0.567108075
MTPN,12942263,3.57253E-15,1.45587E-14,0.668297772,0.422192666,0.678513475
MTRF1L,12209474.5,0.076442571,0.087614165,0.044774783,0.035848749,0.937140304
MTRNR2L1,12316833.5,1.22591E-05,2.05526E-05,0.050134911,0.031760561,0.875309316
MTRNR2L10,12849697,1.57652E-20,9.23101E-20,0.237763961,0.129103446,0.675629112
MTRNR2L11,12348413,1.75365E-08,4.04569E-08,0.042914667,0.015710999,0.805881099
MTRNR2L12,10927579,1.333E-15,5.599E-15,12.23486812,15.1773016,1.23859969
MTRNR2L3,12753423,9.13362E-21,5.42541E-20,0.167350115,0.077469954,0.6602843
MTRNR2L4,12560345,2.32642E-12,7.57515E-12,0.134806605,0.068313915,0.713432037
MTRNR2L6,12608513.5,2.61084E-17,1.23438E-16,0.112681839,0.043208551,0.669027253
MTRNR2L8,13385896,2.35263E-32,2.53783E-31,0.566469634,0.342544366,0.66260775
MTURN,12368342,6.77817E-08,1.4686E-07,0.077154812,0.033752958,0.751106676
MTX1,12496364,7.21541E-10,1.90182E-09,0.140524049,0.069483565,0.70119492
MUL1,12154898,0.989948691,0.99063831,0.024801318,0.029990242,1.04252316
MUM1,12248456.5,0.001521964,0.002040412,0.033582266,0.022416847,0.914641905
MUS81,12198151,0.070257972,0.080761998,0.026122012,0.017879096,0.933172708
MVB12A,12349736.5,1.19877E-06,2.2525E-06,0.066593575,0.032792588,0.79366758
MVP,12883176,3.19529E-26,2.59813E-25,0.215291006,0.075424404,0.552449125
MX1,12414180,0.000105807,0.000159492,0.242487527,0.218674795,0.92990319
MX2,12638894,1.72263E-05,2.84377E-05,0.927603528,0.834875257,0.909518216
MXD1,10373460.5,1.62038E-34,1.87716E-33,2.626723293,4.076243346,1.532139434
MXD3,12365402.5,8.34566E-11,2.37554E-10,0.050682862,0.005428084,0.694033024
MXI1,12528938.5,5.90309E-11,1.70391E-10,0.232562901,0.098482101,0.593432657
MXRA7,12521640.5,3.37941E-14,1.28653E-13,0.097701047,0.035869698,0.682795098
MYADM,14401460,5.27741E-73,1.48647E-71,1.332113797,0.600505679,0.488149094
MYCBP,12314973,1.52418E-06,2.83307E-06,0.0503395,0.018124215,0.781686063
MYCBP2,12321426,2.52776E-05,4.09294E-05,0.074993699,0.040391023,0.799076583
MYCBPAP,12362051,7.91664E-08,1.6982E-07,0.05976906,0.0253091,0.780500853
MYCNOS,12439266,1.33977E-11,4.11316E-11,0.070731857,0.021896576,0.709238324
MYD88,11992912.5,0.062355639,0.071995078,0.377415189,0.464960159,1.184445099
MYH11,12346807.5,9.91149E-09,2.34432E-08,0.042685481,0.011710992,0.77861135
MYH3,13155915,2.30829E-41,3.33253E-40,0.261127671,0.062058576,0.444487593
MYH7B,12756973.5,1.34384E-20,7.90618E-20,0.181397125,0.079623229,0.634723671
MYH9,14201851.5,2.831E-54,5.86547E-53,2.026544285,1.069612443,0.549418075
MYL12A,11246656,7.31215E-13,2.48221E-12,1.089761772,1.552675775,1.389991023
MYL12B,12080411.5,0.510303144,0.533256887,0.76635654,0.881922464,1.133821743
MYL6,11907729.5,0.064293439,0.074172822,1.573211065,1.793665098,1.13197398
MYL6B,12261354.5,0.000390038,0.000552645,0.034704333,0.016522715,0.862186204
MYLIP,11859718.5,7.40652E-06,1.2747E-05,0.168216512,0.319280279,1.569104783
MYLK,12447279.5,8.219E-11,2.3418E-10,0.083191711,0.034327126,0.729156395
MYLK3,12317328,4.97568E-07,9.80911E-07,0.044272505,0.013108014,0.779751639
MYO10,12287518.5,3.3165E-06,5.91943E-06,0.034107061,0.009737664,0.814443759
MYO15A,12908225.5,1.50159E-30,1.4842E-29,0.193217363,0.04829832,0.501039466
MYO19,12682738.5,3.61374E-23,2.44865E-22,0.122696087,0.029270547,0.57518517
MYO1F,17402612,1.4672E-297,2.073E-295,2.49807457,0.560670895,0.253495031
MYO1G,12356507,8.1701E-08,1.74908E-07,0.065624975,0.022964853,0.7380396
MYO3B,12703404,2.24538E-19,1.22954E-18,0.165206458,0.069974673,0.637116846
MYO5A,12361894,9.17189E-06,1.56292E-05,0.088252345,0.050434574,0.796105197
MYO6,12401865,1.02802E-10,2.89842E-10,0.061861014,0.020639477,0.740884461
MYO9B,12143714.5,0.885744341,0.894147397,0.257506689,0.310084639,1.14821912
MYOM3,12331578,2.4672E-06,4.47774E-06,0.054925242,0.026377311,0.812369546
MYOZ3,12348189,5.90919E-09,1.42945E-08,0.046139978,0.013981072,0.775684328
MYPN,12279487,1.68028E-06,3.10514E-06,0.02793906,0.00588208,0.823774794
MYSM1,12183108.5,0.240848195,0.262071783,0.022557158,0.028172785,1.046882181
MYT1L,12739130.5,2.79748E-21,1.71004E-20,0.166302563,0.064975166,0.615495334
MZT2A,13209359.5,1.03172E-40,1.453E-39,0.291085547,0.093914101,0.492231966
Metazoa_SRP,18643146.5,0,0,6.101574569,2.391381132,0.401465772
N4BP1,11893361,0.000958158,0.001310851,0.296436013,0.443701046,1.374091422
N4BP2,12778333.5,1.55078E-13,5.57387E-13,0.305796299,0.227371014,0.805406373
N4BP2L1,12538255.5,7.37943E-16,3.15493E-15,0.09886756,0.028469215,0.640993452
N4BP2L2,13342467,1.10055E-37,1.41365E-36,0.499197352,0.219271594,0.530658138
NAA10,12198740.5,0.079253052,0.090618474,0.033638849,0.022585214,0.915533017
NAA16,12259152,0.000326802,0.000466188,0.033928837,0.016975578,0.870737143
NAA38,12287718.5,4.76278E-05,7.48684E-05,0.048358346,0.025350309,0.841959184
NAA40,12324335,5.81994E-07,1.13979E-06,0.050147662,0.017279422,0.776971229
NAA50,12398326,1.24059E-05,2.07826E-05,0.162780891,0.111168445,0.801494734
NAA60,12213834,0.11787631,0.132478279,0.055731121,0.056920564,1.007776393
NAAA,12451821,5.0444E-11,1.46636E-10,0.087164969,0.032568951,0.703909289
NAALADL2,12303846.5,5.50352E-07,1.07954E-06,0.0337234,0.011158429,0.827679824
NAB1,12073323.5,0.017836983,0.021723465,0.048858255,0.078745123,1.204588574
NABP1,11470186.5,6.98133E-14,2.58916E-13,0.389956107,0.655939237,1.545964081
NABP2,12557293.5,2.93773E-15,1.20401E-14,0.116072847,0.033753576,0.614063373
NACA,12626740,7.36004E-08,1.58709E-07,0.358678999,0.312729442,0.899212105
NACC1,12250342,0.000241635,0.00034938,0.027653811,0.012671744,0.880026703
NACC2,12405440,3.49791E-12,1.1216E-11,0.066811322,0.006529934,0.632510906
NADK,14115255.5,2.2531E-63,5.53261E-62,1.016168474,0.454892278,0.495886724
NADSYN1,12293957,0.000172453,0.000253345,0.05472056,0.033036376,0.857289341
NAGK,13036202.5,4.32196E-24,3.08624E-23,0.387140567,0.210945883,0.636235798
NAGPA,12322704.5,9.0286E-07,1.72392E-06,0.049655688,0.017096245,0.778326563
NAIF1,12597485,2.11297E-15,8.72209E-15,0.131440002,0.058178362,0.679610831
NAIP,12699128.5,5.3124E-16,2.29397E-15,0.215856468,0.122752046,0.702618742
NAMPT,7429874,4.0435E-208,3.5203E-206,8.8167535,15.39311758,1.737758614
NANOS1,12545234,1.91899E-15,7.97098E-15,0.103547164,0.033027855,0.648758715
NANS,12146618.5,0.811284588,0.823708548,0.040023937,0.052107536,1.088041777
NAP1L1,12166157,0.765827423,0.781328901,0.061774323,0.069968498,1.051536063
NAP1L4,12123129.5,0.334912131,0.35827326,0.047827172,0.061347326,1.093209205
NAPB,12591560.5,4.46224E-14,1.68315E-13,0.144208639,0.06928834,0.689685147
NAPEPLD,12270606.5,1.03599E-05,1.75564E-05,0.025395912,0.006730946,0.847782598
NAPG,12295776,0.000634488,0.000882041,0.072860282,0.050477534,0.868402431
NAPRT,12296143.5,2.56885E-06,4.65146E-06,0.041098161,0.01534099,0.813789261
NARF,12822844,6.26157E-15,2.50085E-14,0.357991809,0.237799228,0.735966024
NARF-AS1,12288245,1.41191E-05,2.35382E-05,0.035716799,0.016186587,0.853091501
NARFL,12663528.5,6.1237E-20,3.47695E-19,0.128161934,0.044253306,0.627712215
NARS,12064795.5,0.005395726,0.006888722,0.039722085,0.090161538,1.368314714
NASP,12360431.5,1.5421E-06,2.86514E-06,0.078993616,0.04585971,0.811972226
NAT16,12366795.5,3.06402E-10,8.3361E-10,0.04613905,0.009733251,0.746059645
NATD1,12462621.5,2.81505E-12,9.09744E-12,0.092451012,0.031214491,0.677151202
NAV1,12321651.5,1.31537E-05,2.19925E-05,0.055205856,0.033715236,0.859013542
NAV3,12332527,1.46147E-06,2.72003E-06,0.052619803,0.02228665,0.797568904
NBEAL1,12515032,1.17572E-13,4.26855E-13,0.091769927,0.030440761,0.675497543
NBEAL2,12966595,2.62117E-23,1.80015E-22,0.32166295,0.164170736,0.624022628
NBN,11809991.5,1.06894E-09,2.77423E-09,0.133441187,0.256024386,1.531432239
NBPF14,12340115,1.98257E-06,3.62952E-06,0.080379756,0.037702633,0.759706685
NBR1,13259376.5,4.05674E-36,4.89707E-35,0.448690147,0.18597561,0.518762643
NCALD,12246380,0.002449771,0.003223108,0.033257025,0.021306011,0.908408402
NCAM1,12381165.5,2.87521E-07,5.79005E-07,0.074166154,0.044358244,0.826082088
NCAPD2,12329061.5,2.1598E-08,4.92991E-08,0.040356475,0.006692111,0.755312417
NCBP1,12210279.5,0.039844951,0.046826238,0.028347341,0.021324918,0.944076464
NCBP3,12417076,4.112E-07,8.16808E-07,0.117329399,0.083696925,0.843244663
NCF1,15958313,2.1209E-167,1.4281E-165,2.375520765,0.780126708,0.354808577
NCF2,13727121,3.73563E-30,3.63813E-29,1.932068771,1.342596866,0.709518627
NCF4,13664797.5,2.7138E-47,4.533E-46,0.689012241,0.296745501,0.501083194
NCK1,12260092,0.000190319,0.000278026,0.040491186,0.017683614,0.834386573
NCK2,12425140,1.91209E-09,4.85286E-09,0.104082889,0.037189723,0.667706407
NCKAP1,12313381,1.40306E-06,2.61753E-06,0.039052274,0.021306708,0.869782934
NCKAP1L,12627711.5,9.18916E-14,3.36597E-13,0.239328037,0.105225003,0.601539118
NCKAP5L,12227450,0.020519339,0.024853314,0.039098839,0.03298374,0.955142699
NCL,11937164.5,1.15619E-08,2.71308E-08,0.047750508,0.149922656,1.704756818
NCLN,12280479.5,6.2487E-05,9.70581E-05,0.047018348,0.019724497,0.810778519
NCMAP,12561819,3.47391E-15,1.41769E-14,0.107374667,0.036818551,0.655149601
NCOA1,13095098.5,2.5331E-29,2.36541E-28,0.416291957,0.172277619,0.524816937
NCOA2,12532238,6.89885E-13,2.34931E-12,0.130247558,0.048424476,0.640293972
NCOA3,12310284,0.000123146,0.000184463,0.079220615,0.042366358,0.791129097
NCOA4,15996188.5,3.2846E-208,2.8888E-206,1.610574699,0.218983915,0.185155515
NCOA6,12332686.5,7.75326E-06,1.33039E-05,0.090252681,0.035829659,0.709708603
NCOA7,12160548.5,0.835847816,0.84705142,0.030518083,0.040991827,1.081990991
NCOR1,12752656.5,6.94706E-20,3.91607E-19,0.214503622,0.088542499,0.595926383
NCOR2,12163914,0.817119571,0.82904692,0.061426079,0.075635366,1.089563388
NCR1,12310413,3.1772E-06,5.67904E-06,0.046059052,0.01823375,0.805802583
NCR3LG1,12142159,0.615663161,0.636488039,0.020885649,0.033878139,1.110003129
NCSTN,12083512.5,0.157496824,0.174705936,0.111134824,0.132257255,1.10137501
NDE1,13044375,1.975E-35,2.34469E-34,0.28983277,0.079134997,0.455641912
NDEL1,11864932.5,6.37952E-05,9.88763E-05,0.238408962,0.369502615,1.390585733
NDFIP1,12258216.5,0.027004471,0.032299686,0.088425722,0.085327226,0.983310033
NDRG1,10579960,3.1975E-107,1.3249E-105,0.157454486,0.896951106,3.903641711
NDRG3,12245842,0.003314539,0.004312153,0.046462921,0.026211052,0.859056109
NDST1,12352126.5,7.4526E-06,1.28135E-05,0.091862558,0.048250599,0.769355174
NDST2,12174723.5,0.402955684,0.427087438,0.025922363,0.031074257,1.041835353
NDUFA1,12391749,0.00067474,0.000935884,0.243279567,0.190678626,0.845520389
NDUFA11,12360036,6.64187E-07,1.29166E-06,0.071327024,0.0339822,0.778436789
NDUFA13,12202573,0.130518334,0.146019928,0.043132348,0.040229024,0.979314704
NDUFA2,12274722.5,0.031547728,0.037478961,0.136603525,0.135668958,0.996003187
NDUFA3,12189467.5,0.387332466,0.411439306,0.088967043,0.084677051,0.976959261
NDUFA4,12133988.5,0.512067912,0.535036166,0.033332595,0.058705933,1.194346633
NDUFA5,12237599.5,0.012599361,0.015531163,0.049962474,0.035196384,0.899678032
NDUFA6,12087395,0.00520795,0.006657864,0.023328832,0.041150215,1.147829826
NDUFA9,12390897,4.09981E-09,1.00702E-08,0.067354524,0.025813442,0.747591924
NDUFAF1,12236529.5,0.00229406,0.003025631,0.031899758,0.017248313,0.886532231
NDUFAF3,12177953.5,0.326684761,0.349949783,0.024798967,0.021979931,0.9768976
NDUFAF7,12360665.5,1.86035E-07,3.81589E-07,0.061159818,0.031588292,0.813292623
